Results_Name,VSPAERO_History
Results_Timestamp,1711203349
Results_Date,3,23,2024
Results_Time,16,15,49
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,1
Beta,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00
CDi,1.330053694399999965e-02,1.260028766599999989e-02,1.233715106899999948e-02
CDo,1.365746381099999969e-02,1.365421736500000045e-02,1.365976458199999986e-02
CDt,1.649940436399999905e-02,1.621897937500000123e-02,1.529347841100000063e-02
CDtot,2.695800075499999934e-02,2.625450503099999860e-02,2.599691565099999935e-02
CDtott,3.015686817399999831e-02,2.987319673999999994e-02,2.895324299299999876e-02
CFx,2.674045121699999972e-02,2.614962627099999895e-02,2.595634518299999929e-02
CFxi,1.313144487600000077e-02,1.254551906799999950e-02,1.234792267599999979e-02
CFxo,1.360900634100000069e-02,1.360410720299999945e-02,1.360842250600000081e-02
CFy,3.663614325999999932e-03,2.345066158000000053e-03,1.598772421000000093e-03
CFyi,2.513445168000000198e-03,1.176148380999999903e-03,4.155316090000000227e-04
CFyo,1.150169157999999950e-03,1.168917776999999934e-03,1.183240811999999908e-03
CFz,7.620372982940000206e-01,7.611192652999999586e-01,7.616381362720000547e-01
CFzi,7.633645607319999860e-01,7.624410479619999625e-01,7.629599832169999818e-01
CFzo,-1.327262438000000044e-03,-1.321782662000000035e-03,-1.321846945999999908e-03
CL,7.620372982940000206e-01,7.611192652999999586e-01,7.616381362720000547e-01
CLi,7.633645607319999860e-01,7.624410479619999625e-01,7.629599832169999818e-01
CLo,-1.327262438000000044e-03,-1.321782662000000035e-03,-1.321846945999999908e-03
CMx,-1.488903126799999942e-02,-1.446453166000000005e-02,-1.483850057600000043e-02
CMxi,-1.492136632199999972e-02,-1.449720363599999937e-02,-1.487167642000000040e-02
CMxo,3.233505400000000234e-05,3.267197600000000264e-05,3.317584499999999813e-05
CMy,3.296748658899999879e-02,3.180539339699999662e-02,3.057544719000000050e-02
CMyi,3.314646708200000291e-02,3.198673230000000089e-02,3.075589197800000091e-02
CMyo,-1.789804930000000061e-04,-1.813389029999999875e-04,-1.804447880000000046e-04
CMz,1.004998752000000033e-03,7.904169099999999986e-04,7.503713549999999934e-04
CMzi,8.262191629999999978e-04,6.139533849999999609e-04,5.705118360000000204e-04
CMzo,1.787795890000000085e-04,1.764635250000000106e-04,1.798595190000000000e-04
CS,1.319089280000000034e-03,5.705237300000000231e-05,-6.695559340000000175e-04
CSi,1.359399919000000082e-03,7.825874899999999735e-05,-6.622419860000000082e-04
CSo,-4.031063899999999994e-05,-2.120637599999999844e-05,-7.313948000000000027e-06
E,9.301965811140000540e-01,9.795170589920000337e-01,1.001771247081000071e+00
FC_AoA_,0.000000000000000000e+00
FC_Beta_,-5.000000000000000000e+00
FC_Bref_,1.230000000000000071e+01
FC_Cref_,8.204169999999999519e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.500000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.009113299999999924e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,1.296597999999999917e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,4.499600000000000127e-02
FC_Zcg_,9.867099999999999482e-02
L/D,2.831680908697099852e+01,2.904038933754599938e+01,2.934809626914800162e+01
