Results_Name,VSPAERO_History
Results_Timestamp,1711202817
CDt,3.341938287000000181e-03,2.894767556999999856e-03,2.788446412000000069e-03
CDtot,1.177239927700000043e-02,1.109165798199999997e-02,1.121947315899999957e-02
CDtott,1.391252626599999952e-02,1.345634671599999985e-02,1.335080274099999936e-02
CFx,5.083408684999999629e-03,4.623311712999999927e-03,4.859508008999999761e-03
CFxi,-5.413651626000000328e-03,-5.865088420000000129e-03,-5.629755182999999878e-03
CFxo,1.049706031100000082e-02,1.048840013300000006e-02,1.048926319199999964e-02
CFy,9.573489100000000598e-05,5.273682570000000130e-04,5.252125939999999563e-04
CFyi,9.984252400000000400e-05,5.413522690000000534e-04,5.350411939999999726e-04
CFyo,-4.107632999999999708e-06,-1.398401100000000037e-05,-9.828599999999999376e-06
CFz,-4.604955354000000306e-02,-4.450902655600000313e-02,-4.378634233400000020e-02
CFzi,-4.477468002200000324e-02,-4.323717127699999718e-02,-4.251501000499999933e-02
CFzo,-1.274873518000000034e-03,-1.271855280000000086e-03,-1.271332329000000004e-03
CL,-4.480862685200000251e-02,-4.335208852400000007e-02,-4.260260573099999837e-02
CLi,-4.508475623299999790e-02,-4.362993535000000284e-02,-4.288109626199999858e-02
CLo,2.761293810000000075e-04,2.778468260000000020e-04,2.784905309999999908e-04
CMx,1.349183089999999967e-04,9.173445700000000308e-05,5.318970599999999974e-05
CMxi,1.308626889999999930e-04,8.761514300000000513e-05,4.905037999999999911e-05
CMxo,4.055620000000000313e-06,4.119313999999999639e-06,4.139325999999999779e-06
CMy,1.243720132899999997e-01,1.199546849380000030e-01,1.202537399139999991e-01
CMyi,1.242823710599999937e-01,1.198685894779999983e-01,1.201681817650000067e-01
CMyo,8.964222999999999571e-05,8.609545999999999985e-05,8.555814899999999730e-05
CMz,1.136197000000000025e-05,7.809093300000000506e-05,6.660644800000000451e-05
CMzi,-2.206265999999999859e-05,4.608506700000000001e-05,3.367933400000000093e-05
CMzo,3.342463000000000053e-05,3.200586599999999827e-05,3.292711399999999680e-05
CS,9.573489100000000598e-05,5.273682570000000130e-04,5.252125939999999563e-04
CSi,9.984252400000000400e-05,5.413522690000000534e-04,5.350411939999999726e-04
CSo,-4.107632999999999708e-06,-1.398401100000000037e-05,-9.828599999999999376e-06
E,3.590898206800000048e-02,7.624451563400000409e-02,5.941130525399999918e-02
FC_AoA_,-8.421052899999999397e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.230000000000000071e+01
FC_Cref_,8.204169999999999519e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.500000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.009113299999999924e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,1.296597999999999917e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,4.499600000000000127e-02
FC_Zcg_,9.867099999999999482e-02
L/D,-3.829699891379000132e+00,-3.933581022804999883e+00,-3.822024051682999968e+00
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1711202817
Results_Date,3,23,2024
Results_Time,16,6,57
Alpha,-6.842105000000000103e+00,-6.842105000000000103e+00,-6.842105000000000103e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.143067092000000064e-03,5.579241749999999580e-04,5.612453469999999526e-04
CDo,1.062754517099999928e-02,1.062500280399999997e-02,1.062516784100000014e-02
CDt,3.302836329999999949e-03,3.064069876999999959e-03,2.973536220000000136e-03
CDtot,1.177061226299999999e-02,1.118292697900000014e-02,1.118641318699999977e-02
CDtott,1.393038150100000053e-02,1.368907268099999949e-02,1.359870405999999941e-02
CFx,2.449558229499999851e-02,2.404310732799999975e-02,2.417619732900000082e-02
CFxi,1.394024720100000073e-02,1.348999925800000062e-02,1.362285550600000027e-02
CFxo,1.055533509399999952e-02,1.055310806900000044e-02,1.055334182300000055e-02
CFy,1.835422579999999978e-04,5.624872179999999659e-04,4.284560170000000054e-04
CFyi,1.878069200000000074e-04,5.759528499999999824e-04,4.356351999999999859e-04
CFyo,-4.264662000000000234e-06,-1.346563199999999949e-05,-7.179182999999999972e-06
CFz,1.053482318670000001e-01,1.065102272790000026e-01,1.075901570090000009e-01
CFzi,1.065853531890000039e-01,1.077445685069999964e-01,1.088239354000000020e-01
CFzo,-1.237121321999999895e-03,-1.234341228000000084e-03,-1.233778391000000000e-03
CL,1.075162136440000055e-01,1.086160286010000031e-01,1.097041228149999992e-01
CLi,1.074870290040000065e-01,1.085843489799999950e-01,1.096718565169999965e-01
CLo,2.918464000000000117e-05,3.167962099999999814e-05,3.226629800000000093e-05
CMx,-4.829395169999999861e-04,-4.502528540000000010e-04,-5.113256529999999668e-04
CMxi,-4.869437439999999982e-04,-4.543104420000000014e-04,-5.154877729999999669e-04
CMxo,4.004227000000000245e-06,4.057587000000000188e-06,4.162120000000000056e-06
CMy,1.083936518930000009e-01,1.051377927839999976e-01,1.042200248760000031e-01
CMyi,1.083691253210000011e-01,1.051154761869999982e-01,1.041986101939999937e-01
CMyo,2.452657200000000001e-05,2.231659700000000090e-05,2.141468100000000152e-05
CMz,1.052344990000000008e-04,1.490969539999999931e-04,1.308828170000000133e-04
CMzi,7.058929799999999976e-05,1.154712050000000003e-04,9.593744799999999863e-05
CMzo,3.464519999999999823e-05,3.362575000000000243e-05,3.494536900000000108e-05
CS,1.835422579999999978e-04,5.624872179999999659e-04,4.284560170000000054e-04
CSi,1.878069200000000074e-04,5.759528499999999824e-04,4.356351999999999859e-04
CSo,-4.264662000000000234e-06,-1.346563199999999949e-05,-7.179182999999999972e-06
E,2.145953567630000114e-01,4.486825803869999851e-01,4.550064596100000247e-01
FC_AoA_,-6.842104899999999823e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.230000000000000071e+01
FC_Cref_,8.204169999999999519e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.500000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.009113299999999924e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,1.296597999999999917e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,4.499600000000000127e-02
FC_Zcg_,9.867099999999999482e-02
L/D,9.131812908188999600e+00,9.709832602959000525e+00,9.804023388276000617e+00
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1711202817
Results_Date,3,23,2024
Results_Time,16,6,57
Alpha,-5.263157999999999781e+00,-5.263157999999999781e+00,-5.263157999999999781e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,2.154225945000000191e-03,1.595995376000000025e-03,1.635188960999999939e-03
CDo,1.093257189899999975e-02,1.093001939599999930e-02,1.093310961299999960e-02
CDt,4.812263223999999756e-03,4.362725512000000146e-03,4.109628976999999718e-03
CDtot,1.308679784400000080e-02,1.252601477200000063e-02,1.256829857400000063e-02
CDtott,1.574483512300000124e-02,1.529274490699999989e-02,1.504273859000000019e-02
CFx,3.688491308200000235e-02,3.627301732100000203e-02,3.644878316599999696e-02
CFxi,2.601905957200000008e-02,2.540943265099999959e-02,2.558208351700000036e-02
CFxo,1.086585350900000010e-02,1.086358467000000071e-02,1.086669964900000007e-02
CFy,2.432749379999999946e-04,5.802394059999999758e-04,4.948845190000000002e-04
CFyi,2.477847019999999847e-04,5.941048470000000062e-04,5.028212769999999528e-04
CFyo,-4.509764000000000280e-06,-1.386544099999999991e-05,-7.936758000000000083e-06
CFz,2.577403918560000062e-01,2.572113096959999790e-01,2.586583886789999842e-01
CFzi,2.589671407240000112e-01,2.584348619160000138e-01,2.598818141359999778e-01
CFzo,-1.226748867999999945e-03,-1.223552219999999918e-03,-1.223425456999999899e-03
CL,2.600371937429999947e-01,2.594542128690000005e-01,2.609113138590000158e-01
CLi,2.602620424620000206e-01,2.596760865389999839e-01,2.611327755619999857e-01
CLo,-2.248487190000000131e-04,-2.218736699999999875e-04,-2.214617030000000093e-04
CMx,-1.091837277999999989e-03,-1.010016908999999919e-03,-1.060255685000000047e-03
CMxi,-1.095896760000000065e-03,-1.014142745000000054e-03,-1.064449536000000108e-03
CMxo,4.059481999999999769e-06,4.125835999999999676e-06,4.193850999999999905e-06
CMy,9.183512513199999783e-02,8.954656983900000089e-02,8.845928461400000276e-02
CMyi,9.186702764500000173e-02,8.957956902600000548e-02,8.849290668900000600e-02
CMyo,-3.190251299999999709e-05,-3.299918699999999851e-05,-3.362207500000000284e-05
CMz,1.667802529999999909e-04,2.048494629999999964e-04,1.810720810000000054e-04
CMzi,1.297054200000000081e-04,1.691176029999999898e-04,1.437764800000000068e-04
CMzo,3.707483200000000038e-05,3.573185999999999978e-05,3.729560200000000132e-05
CS,2.432749379999999946e-04,5.802394059999999758e-04,4.948845190000000002e-04
CSi,2.477847019999999847e-04,5.941048470000000062e-04,5.028212769999999528e-04
CSo,-4.509764000000000280e-06,-1.386544099999999991e-05,-7.936758000000000083e-06
E,6.675907954290000168e-01,8.970408301700000253e-01,8.853902764669999703e-01
FC_AoA_,-5.263157800000000108e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.230000000000000071e+01
FC_Cref_,8.204169999999999519e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.500000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.009113299999999924e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,1.296597999999999917e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,4.499600000000000127e-02
FC_Zcg_,9.867099999999999482e-02
L/D,1.988737394410700077e+01,2.073094206497999892e+01,2.077709835005400052e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1711202817
Results_Date,3,23,2024
Results_Time,16,6,57
Alpha,-3.684210999999999903e+00,-3.684210999999999903e+00,-3.684210999999999903e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,4.255847511000000229e-03,3.816666939999999956e-03,3.731347143000000172e-03
CDo,1.148252666000000068e-02,1.148606159400000076e-02,1.148891140399999934e-02
CDt,6.627907768000000123e-03,6.477448089999999874e-03,6.301097866999999866e-03
CDtot,1.573837417200000047e-02,1.530272853400000029e-02,1.522025854699999951e-02
CDtott,1.811043442800000167e-02,1.796350968400000150e-02,1.779000927099999921e-02
CFx,4.221818344799999762e-02,4.175107895199999669e-02,4.176860850099999717e-02
CFxi,3.079167150799999933e-02,3.032084378900000085e-02,3.033548812200000111e-02
CFxo,1.142651194000000002e-02,1.143023516299999931e-02,1.143312037899999953e-02
CFy,3.115204879999999735e-04,6.078921909999999550e-04,4.415951230000000264e-04
CFyi,3.163862260000000078e-04,6.219011929999999954e-04,4.486962700000000069e-04
CFyo,-4.865738999999999866e-06,-1.400900199999999967e-05,-7.101146999999999894e-06
CFz,4.107324065099999810e-01,4.102578531500000181e-01,4.118135253119999950e-01
CFzi,4.119716299710000085e-01,4.114942661170000182e-01,4.130494800719999859e-01
CFzo,-1.239223460999999910e-03,-1.236412967999999920e-03,-1.235954760000000045e-03
CL,4.125963988560000240e-01,4.120928113469999876e-01,4.136463949029999809e-01
CLi,4.130988243709999841e-01,4.125921929329999793e-01,4.141451338309999897e-01
CLo,-5.024255150000000308e-04,-4.993815849999999612e-04,-4.987389279999999590e-04
CMx,-1.688896487000000066e-03,-1.566137477000000043e-03,-1.568864520999999979e-03
CMxi,-1.693085759999999988e-03,-1.570343864000000103e-03,-1.573196742000000084e-03
CMxo,4.189273000000000167e-06,4.206387000000000355e-06,4.332221999999999973e-06
CMy,7.476763795299999626e-02,7.366609948400000552e-02,7.169717991000000568e-02
CMyi,7.484931407200000331e-02,7.374853961499999722e-02,7.178002413999999554e-02
CMyo,-8.167611899999999408e-05,-8.244013099999999506e-05,-8.284422999999999744e-05
CMz,2.008752620000000004e-04,2.266222340000000133e-04,1.918245179999999886e-04
CMzi,1.602721570000000093e-04,1.876590739999999891e-04,1.511537239999999880e-04
CMzo,4.060310499999999790e-05,3.896315999999999712e-05,4.067079299999999778e-05
CS,3.115204879999999735e-04,6.078921909999999550e-04,4.415951230000000264e-04
CSi,3.163862260000000078e-04,6.219011929999999954e-04,4.486962700000000069e-04
CSo,-4.865738999999999866e-06,-1.400900199999999967e-05,-7.101146999999999894e-06
E,8.513375404130000268e-01,9.469731684759999935e-01,9.759316337569999833e-01
FC_AoA_,-3.684210999999999903e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.230000000000000071e+01
FC_Cref_,8.204169999999999519e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.500000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.009113299999999924e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,1.296597999999999917e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,4.499600000000000127e-02
FC_Zcg_,9.867099999999999482e-02
L/D,2.624787159496399980e+01,2.696200171200700169e+01,2.721012475340700121e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1711202817
Results_Date,3,23,2024
Results_Time,16,6,57
Alpha,-2.105262999999999884e+00,-2.105262999999999884e+00,-2.105262999999999884e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,7.441484921000000169e-03,6.905280903999999609e-03,6.848073130000000008e-03
CDo,1.227369094000000001e-02,1.226938239399999984e-02,1.228002220700000029e-02
CDt,1.035601976799999970e-02,9.644209125999999438e-03,9.338436619999999563e-03
CDtot,1.971517586099999844e-02,1.917466329800000119e-02,1.912809533699999856e-02
CDtott,2.262971070899999840e-02,2.191359152099999971e-02,2.161845882699999985e-02
CFx,4.045897113000000017e-02,3.987136932700000025e-02,3.989831147000000300e-02
CFxi,2.822367678199999910e-02,2.764023576700000082e-02,2.765653853899999876e-02
CFxo,1.223529434799999933e-02,1.223113355999999943e-02,1.224177293100000077e-02
CFy,3.667055500000000181e-04,6.529645880000000541e-04,3.621480020000000083e-04
CFyi,3.720796720000000115e-04,6.673556980000000397e-04,3.680909289999999821e-04
CFyo,-5.374122000000000111e-06,-1.439111100000000025e-05,-5.942925999999999756e-06
CFz,5.639363673320000325e-01,5.626653184019999587e-01,5.646658876560000095e-01
CFzi,5.652063955860000544e-01,5.639312480010000295e-01,5.659320247610000187e-01
CFzo,-1.270028253999999938e-03,-1.265929598000000052e-03,-1.266137104000000096e-03
CL,5.650420042660000419e-01,5.637502274169999827e-01,5.657504360670000398e-01
CLi,5.658617055819999964e-01,5.645659856920000053e-01,5.665660108650000248e-01
CLo,-8.197013159999999750e-04,-8.157582749999999633e-04,-8.155747989999999597e-04
CMx,-2.267403299999999969e-03,-2.124445310000000042e-03,-2.152314908000000065e-03
CMxi,-2.271768240999999869e-03,-2.128805243000000003e-03,-2.156860382999999798e-03
CMxo,4.364940999999999990e-06,4.359932999999999817e-06,4.545473999999999638e-06
CMy,5.720295243199999963e-02,5.585836597300000012e-02,5.386824698300000241e-02
CMyi,5.732977729799999811e-02,5.598580871600000036e-02,5.399587204200000101e-02
CMyo,-1.268248659999999996e-04,-1.274427430000000031e-04,-1.276250590000000068e-04
CMz,2.059402779999999972e-04,2.155935259999999928e-04,1.755882670000000038e-04
CMzi,1.608690950000000075e-04,1.720963469999999961e-04,1.304617690000000002e-04
CMzo,4.507118300000000327e-05,4.349717899999999671e-05,4.512649799999999682e-05
CS,3.667055500000000181e-04,6.529645880000000541e-04,3.621480020000000083e-04
CSi,3.720796720000000115e-04,6.673556980000000397e-04,3.680909289999999821e-04
CSo,-5.374122000000000111e-06,-1.439111100000000025e-05,-5.942925999999999756e-06
E,9.135681020170000055e-01,9.800043257789999851e-01,9.952050462329999903e-01
FC_AoA_,-2.105262999999999884e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.230000000000000071e+01
FC_Cref_,8.204169999999999519e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.500000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.009113299999999924e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,1.296597999999999917e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,4.499600000000000127e-02
FC_Zcg_,9.867099999999999482e-02
L/D,2.870183403748400153e+01,2.944333242867200084e+01,2.961957272230799987e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1711202817
Results_Date,3,23,2024
Results_Time,16,6,57
Alpha,-5.263160000000000061e-01,-5.263160000000000061e-01,-5.263160000000000061e-01
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.170046450000000043e-02,1.125155324200000084e-02,1.106490139799999953e-02
CDo,1.330271139899999976e-02,1.332213471999999996e-02,1.331245517799999924e-02
CDt,1.300443478000000083e-02,1.365783381899999920e-02,1.381698675200000032e-02
CDtot,2.500317589899999846e-02,2.457368796099999864e-02,2.437735657600000050e-02
CDtott,2.630714617899999885e-02,2.697996853900000089e-02,2.712944193000000129e-02
CFx,3.159444246200000112e-02,3.117999339699999845e-02,3.097596673900000069e-02
CFxi,1.830324970400000126e-02,1.786935673699999866e-02,1.767499060499999955e-02
CFxo,1.329119275799999986e-02,1.331063665999999979e-02,1.330097613399999941e-02
CFy,3.649584029999999868e-04,6.655958289999999939e-04,2.495217720000000037e-04
CFyi,3.716845800000000144e-04,6.807009619999999624e-04,2.534709659999999864e-04
CFyo,-6.726176999999999654e-06,-1.510513400000000011e-05,-3.949193999999999648e-06
CFz,7.174030265840000142e-01,7.190421140910000508e-01,7.182053171000000180e-01
CFzi,7.187180323230000223e-01,7.203549685179999607e-01,7.195160571530000437e-01
CFzo,-1.315005739000000033e-03,-1.312854426000000050e-03,-1.310740052999999914e-03
CL,7.176629797760000207e-01,7.192981910760000153e-01,7.184595552379999805e-01
CLi,7.188558395570000537e-01,7.204887210279999898e-01,7.196480596450000045e-01
CLo,-1.192859781000000022e-03,-1.190529951999999949e-03,-1.188504407000000058e-03
CMx,-2.776036541999999958e-03,-2.670964155999999874e-03,-2.712570054999999866e-03
CMxi,-2.780741989000000153e-03,-2.675507793000000013e-03,-2.717357744000000169e-03
CMxo,4.705447000000000114e-06,4.543637999999999780e-06,4.787688999999999826e-06
CMy,3.816259710199999822e-02,3.677636622799999866e-02,3.578179198800000155e-02
CMyi,3.833114831799999678e-02,3.694749624199999971e-02,3.595220350500000217e-02
CMyo,-1.685512150000000010e-04,-1.711300139999999946e-04,-1.704115169999999996e-04
CMz,1.848259059999999914e-04,1.768466180000000045e-04,1.321312450000000096e-04
CMzi,1.348310030000000122e-04,1.284272259999999868e-04,8.180504500000000342e-05
CMzo,4.999490299999999955e-05,4.841939199999999735e-05,5.032619999999999937e-05
CS,3.649584029999999868e-04,6.655958289999999939e-04,2.495217720000000037e-04
CSi,3.716845800000000144e-04,6.807009619999999624e-04,2.534709659999999864e-04
CSo,-6.726176999999999654e-06,-1.510513400000000011e-05,-3.949193999999999648e-06
E,9.376924770419999833e-01,9.795391948630000067e-01,9.937398236309999966e-01
FC_AoA_,-5.263160000000000061e-01
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.230000000000000071e+01
FC_Cref_,8.204169999999999519e-01
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.500000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.009113299999999924e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,1.296597999999999917e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,4.499600000000000127e-02
FC_Zcg_,9.867099999999999482e-02
L/D,2.875058122408700001e+01,2.931951940502300147e+01,2.952116885247700040e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1711202817
Results_Date,3,23,2024
Results_Time,16,6,57
Alpha,1.052632000000000012e+00,1.052632000000000012e+00,1.052632000000000012e+00
AnalysisMethod,1
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.705073776800000024e-02,1.631471542200000138e-02,1.627373444700000102e-02
CDo,1.455643005799999931e-02,1.451637021400000067e-02,1.453403500400000069e-02
CDt,2.190306659100000122e-02,2.012881471600000069e-02,1.895717039799999989e-02
CDtot,3.160716782700000171e-02,3.083108563600000032e-02,3.080776945199999867e-02
CDtott,3.645949664999999923e-02,3.464518493000000310e-02,3.349120540199999885e-02
CFx,1.563233524200000057e-02,1.494033785199999978e-02,1.488179089299999924e-02
CFxi,1.048299733000000039e-03,3.965105740000000206e-04,3.202902240000000109e-04
CFxo,1.458403550900000054e-02,1.454382727800000025e-02,1.456150066899999929e-02
CFy,4.181145890000000065e-04,6.536619210000000485e-04,2.990410019999999907e-04
CFyi,4.257886020000000034e-04,6.711325860000000006e-04,3.047561150000000223e-04
CFyo,-7.674013000000000281e-06,-1.747066499999999953e-05,-5.715112000000000043e-06
CFz,8.697181318490000423e-01,8.651347004320000256e-01,8.670519156460000376e-01
CFzi,8.710868358750000207e-01,8.664956965210000028e-01,8.684132175450000046e-01
CFzo,-1.368704025999999997e-03,-1.360996089000000029e-03,-1.361301899999999964e-03
CL,8.692841800670000341e-01,8.647142347299999754e-01,8.666322019559999923e-01
CLi,8.709205743979999692e-01,8.663421837650000512e-01,8.682607814249999612e-01
CLo,-1.636394330999999978e-03,-1.627949034999999923e-03,-1.628579469000000085e-03
CMx,-3.359054627999999865e-03,-3.030479473999999826e-03,-3.168780796999999799e-03
CMxi,-3.363981435999999822e-03,-3.035153254999999918e-03,-3.173745539999999962e-03
CMxo,4.926808000000000213e-06,4.673780999999999730e-06,4.964743999999999607e-06
CMy,1.990626616199999907e-02,2.060908934600000006e-02,1.891392741700000102e-02
CMyi,2.011660399999999974e-02,2.082113755599999949e-02,1.912615558300000129e-02
CMyo,-2.103378390000000108e-04,-2.120482100000000011e-04,-2.122281650000000064e-04
CMz,1.399998340000000005e-04,1.382879250000000029e-04,7.707374800000000507e-05
